"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-02-08",1,26508,27446,23961,690,6562,0,16445,0,28,828,2001,-4,786,-274,-32,972,1193,997,0
"2024-02-08",2,26997,27938,24478,718,6562,0,16445,0,214,1091,2001,-4,790,-123,0,974,1217,998,0
"2024-02-08",3,26386,27859,23952,755,6562,0,16445,0,869,1234,2001,-4,814,26,67,998,931,997,0
"2024-02-08",4,25702,27490,23341,792,6562,0,16445,0,1184,1264,2000,-4,802,121,191,999,866,997,0
"2024-02-08",5,25146,27246,22856,843,6562,0,16445,0,1496,1653,2001,-4,458,151,203,999,492,997,0
"2024-02-08",6,24687,26768,22437,893,6562,0,16445,0,1477,1832,2000,-4,437,207,208,999,416,997,0
"2024-02-08",7,24328,26617,22073,1005,6562,0,16445,0,1481,1850,2001,-4,-204,353,252,999,41,997,0
"2024-02-08",8,23936,26283,21678,1117,6562,0,16445,0,1477,1605,2000,-4,-229,400,252,999,-37,997,0
"2024-02-08",9,23455,26703,21287,1239,6562,0,16445,0,1451,1993,2000,-4,-779,400,281,952,-414,997,0
"2024-02-08",10,23434,26794,21297,1361,6562,0,16445,0,1449,2223,1990,-4,-816,400,351,934,-491,996,0
"2024-02-08",11,23879,27869,21765,1498,6562,0,16445,0,1441,2292,1757,-4,-1068,400,351,162,-877,997,0
"2024-02-08",12,24765,28618,22579,1634,6562,0,16445,0,1225,2299,1715,-4,-1068,388,351,115,-956,997,0
"2024-02-08",13,27317,30732,24944,1759,6562,0,16445,0,161,2524,1038,-4,-1067,399,343,-235,-1348,998,0
"2024-02-08",14,29806,33127,27256,1883,6562,0,16445,0,16,2699,955,-4,-1066,399,232,-245,-1390,998,0
"2024-02-08",15,32062,35000,29318,2040,6562,0,16445,0,17,3022,1002,-4,-1013,399,210,225,-1304,998,0
"2024-02-08",16,33403,36288,30574,2197,6562,0,16445,0,15,3661,1004,-4,-1004,400,184,246,-1262,998,0
"2024-02-08",17,35313,37094,32318,2342,6562,6,16445,0,12,3531,1004,-4,-295,332,61,352,-870,998,0
"2024-02-08",18,36006,37665,32982,2487,6562,86,16445,0,11,3529,1004,-4,-253,185,123,358,-791,998,0
"2024-02-08",19,37264,38610,34143,2624,6562,209,16445,0,11,3182,1003,-4,-324,41,25,705,-407,998,0
"2024-02-08",20,37587,38962,34446,2760,6562,385,16445,0,11,3049,1003,-4,-357,-43,0,719,-360,998,0
"2024-02-08",21,37690,39662,34608,2868,6562,519,16445,0,8,3108,1002,-4,-807,-187,0,989,-366,997,0
"2024-02-08",22,38042,40017,34995,2976,6562,619,16445,0,8,2899,1002,-4,-732,-258,0,999,-373,997,0
"2024-02-08",23,38769,40150,35740,3014,6562,745,16445,0,7,2864,1002,-4,289,-251,-64,999,-455,997,0
"2024-02-08",24,38614,40158,35687,3052,6562,816,16445,0,8,3118,1003,-4,322,-251,-217,999,-464,998,0
"2024-02-08",25,38750,40420,35860,3063,6562,988,16445,0,7,3268,1003,-4,497,-252,-368,999,-439,998,0
"2024-02-08",26,38491,40297,35692,3074,6562,955,16445,0,10,3451,1003,-4,496,-252,-473,999,-467,997,0
"2024-02-08",27,38032,40138,35283,3075,6562,880,16445,0,4,3640,1003,-4,105,-252,-395,856,-851,998,0
"2024-02-08",28,37638,39929,34926,3076,6562,721,16445,0,7,3701,1003,-4,103,-252,-498,851,-930,998,0
"2024-02-08",29,37267,40002,34611,3074,6562,578,16445,0,7,3949,1003,-4,-110,-252,-439,994,-1323,998,0
"2024-02-08",30,37359,40175,34747,3072,6562,448,16445,0,11,4215,1003,-4,-118,-251,-455,999,-1377,998,0
"2024-02-08",31,37505,40401,34904,3091,6562,278,16445,0,8,4362,1003,-4,-2,-320,-519,971,-1443,997,0
"2024-02-08",32,37844,40830,35261,3109,6562,123,16445,0,7,4572,1007,-4,0,-441,-483,969,-1451,998,0
"2024-02-08",33,38240,41294,35588,3164,6562,28,16445,0,6,4722,1887,-4,160,-452,-531,782,-1452,997,0
"2024-02-08",34,39132,42170,36400,3218,6562,0,16445,0,9,4884,2004,-4,171,-452,-531,776,-1427,997,0
"2024-02-08",35,40459,43174,37505,3306,6562,0,16445,0,6,4864,2002,-4,576,-451,-531,867,-1108,997,0
"2024-02-08",36,40496,43137,37599,3394,6562,0,16445,0,6,4793,2003,-4,627,-452,-531,870,-1038,997,0
"2024-02-08",37,40111,42354,37272,3489,6562,0,16445,0,6,4999,2002,-4,170,-452,-532,854,-649,998,0
"2024-02-08",38,39245,41410,36555,3584,6562,0,16445,0,8,5074,2002,-4,152,-451,-531,853,-571,998,0
"2024-02-08",39,38346,40137,35774,3658,6562,0,16445,0,13,5198,2001,-4,680,-452,-531,1014,-191,997,0
"2024-02-08",40,37177,38913,34711,3732,6562,0,16445,0,15,5261,2001,-4,706,-452,-530,1019,-135,997,0
"2024-02-08",41,35654,37209,33382,3781,6562,0,16445,0,16,5300,2000,-4,528,-451,-464,1019,-20,997,0
"2024-02-08",42,34190,35792,32067,3830,6562,0,16445,0,16,5618,2000,-4,526,-451,-525,1019,-6,997,0
"2024-02-08",43,32436,34062,30578,3843,6562,0,16445,0,16,5690,2001,-4,451,-452,-531,1000,-23,997,0
"2024-02-08",44,30670,32324,28979,3855,6562,0,16445,0,12,5754,2000,-4,439,-452,-531,999,-55,997,0
"2024-02-08",45,28684,30714,27230,3873,6562,0,16445,0,12,5764,1999,-4,141,-451,-531,897,-432,997,0
"2024-02-08",46,27147,29324,25762,3890,6562,0,16445,0,112,5695,2000,-4,139,-452,-531,893,-465,997,-13
"2024-02-08",47,25356,28595,24042,3872,6562,0,16445,0,792,5745,2001,-4,-102,-406,-490,996,-284,996,-561
"2024-02-08",48,24286,27944,23034,3853,6562,0,16445,0,1330,5491,2000,-4,-110,-351,-385,999,-284,996,-594
"2024-02-09",1,24058,27904,22871,3857,6562,0,16445,0,1381,5522,2000,-4,-114,-351,-477,999,-582,996,-337
"2024-02-09",2,24323,28215,23180,3861,6562,0,16445,0,1490,5497,1999,-4,-114,-351,-382,999,-644,996,-307
"2024-02-09",3,24117,27960,22998,3816,6562,0,16445,0,1623,5487,2000,-4,209,-351,-302,999,-963,997,116
"2024-02-09",4,23519,27673,22426,3771,6562,0,16445,0,1803,5466,1999,-4,229,-351,-364,999,-1032,997,143
"2024-02-09",5,23196,27742,22093,3741,6562,0,16445,0,1733,5616,1999,-4,454,-351,-454,999,-1404,996,2
"2024-02-09",6,23050,27705,21767,3711,6562,0,16445,0,1770,5492,1999,-4,464,-351,-479,999,-1451,997,0
"2024-02-09",7,22838,27498,21389,3664,6562,0,16445,0,1769,5516,1999,-4,228,-351,-485,999,-1451,997,129
"2024-02-09",8,22456,27100,21013,3616,6562,0,16445,0,1749,5505,1999,-4,218,-351,-507,999,-1433,996,143
"2024-02-09",9,22300,26571,20886,3576,6562,0,16445,0,1740,5509,1999,-4,123,-351,-383,999,-1193,997,12
"2024-02-09",10,22167,26367,20772,3535,6562,0,16445,0,1724,5559,1999,-4,119,-351,-389,999,-1132,997,0
"2024-02-09",11,22717,26623,21366,3487,6562,0,16445,0,1404,5583,1999,-4,-413,-351,-322,999,-741,996,-71
"2024-02-09",12,23574,27079,22181,3439,6562,0,16445,0,1009,5633,1974,-4,-471,-351,-373,999,-662,997,-35
"2024-02-09",13,26039,28453,24453,3420,6562,0,16445,0,82,5436,1057,-4,-542,-397,-508,999,-281,998,1026
"2024-02-09",14,28590,30899,26793,3400,6562,0,16445,0,26,5207,995,-4,-514,-452,-509,999,-204,998,1119
"2024-02-09",15,32074,33512,29950,3380,6562,0,16445,0,18,5287,995,-4,178,-428,-388,953,173,998,1031
"2024-02-09",16,33419,34952,31062,3359,6562,4,16445,0,14,5310,995,-4,198,-452,-463,951,250,998,1033
"2024-02-09",17,34668,36270,32143,3348,6562,102,16445,0,15,5335,994,-4,691,-452,-531,997,622,998,1385
"2024-02-09",18,34825,36427,32337,3336,6562,336,16445,0,15,5412,994,-4,716,-452,-531,999,697,998,1412
"2024-02-09",19,35223,36827,32651,3357,6562,558,16445,0,17,5511,994,-4,686,-452,-531,999,1071,998,1412
"2024-02-09",20,35378,36979,32767,3378,6562,836,16445,0,14,5106,994,-4,687,-452,-531,1000,1136,998,1412
"2024-02-09",21,35561,37166,32965,3384,6562,1126,16445,0,18,5191,994,-4,994,-452,-531,999,1368,998,1412
"2024-02-09",22,35404,37004,32802,3390,6562,1434,16445,0,13,5155,995,-4,1007,-452,-531,999,1397,998,1412
"2024-02-09",23,35078,36678,32492,3366,6562,1565,16445,0,13,4988,995,-4,1055,-452,-531,999,1397,998,1412
"2024-02-09",24,35040,36640,32452,3342,6562,1766,16445,0,13,5110,994,-4,1056,-452,-531,999,1397,998,1412
"2024-02-09",25,35395,36990,32747,3299,6562,1735,16445,0,8,5258,994,-4,1055,-452,-531,999,1397,998,1412
"2024-02-09",26,35328,36922,32608,3255,6562,1902,16445,0,7,5254,994,-4,1055,-452,-531,999,1397,998,1409
"2024-02-09",27,34918,36511,32188,3203,6562,1796,16445,0,7,5224,996,-4,908,-451,-531,866,1397,998,1256
"2024-02-09",28,34725,36321,32022,3150,6562,1468,16445,0,9,5148,995,-4,875,-452,-531,861,1397,999,1237
"2024-02-09",29,34146,35745,31483,3093,6562,1531,16445,0,12,5023,960,-4,418,-452,-531,832,1397,999,973
"2024-02-09",30,34091,35685,31454,3036,6562,1392,16445,0,8,4649,959,-4,402,-451,-531,830,1397,999,947
"2024-02-09",31,34003,36032,31346,2998,6562,996,16445,0,9,4850,993,-4,-434,-451,-531,969,1397,999,684
"2024-02-09",32,34508,36605,31807,2959,6562,467,16445,0,12,4911,984,-4,-498,-452,-531,974,1397,998,669
"2024-02-09",33,35346,37712,32621,2893,6562,218,16445,0,9,5146,1434,-4,-770,-452,-531,738,1397,998,822
"2024-02-09",34,36324,38702,33484,2827,6562,35,16445,0,9,5123,1584,-4,-782,-452,-531,728,1397,997,844
"2024-02-09",35,37448,39441,34517,2788,6562,0,16445,0,6,5014,1783,-4,-400,-452,-531,348,1397,997,1185
"2024-02-09",36,38355,40293,35423,2748,6562,0,16445,0,9,5111,1793,-4,-342,-452,-531,333,1397,998,1209
"2024-02-09",37,38578,40171,35676,2718,6562,0,16445,0,6,4904,1623,-4,232,-452,-531,622,1397,998,1262
"2024-02-09",38,37749,39343,34889,2687,6562,0,16445,0,8,4911,1617,-4,255,-451,-531,633,1397,998,1260
"2024-02-09",39,36825,38416,34027,2657,6562,0,16445,0,4,4929,1801,-4,608,-452,-531,906,1397,998,954
"2024-02-09",40,35508,37106,32834,2627,6562,0,16445,0,11,5044,1817,-4,650,-452,-531,916,1397,998,931
"2024-02-09",41,34558,36130,32010,2590,6562,0,16445,0,10,4882,1921,-4,726,-427,-531,963,1397,997,974
"2024-02-09",42,33387,34910,30975,2553,6562,0,16445,0,11,4942,1929,-4,717,-377,-531,964,1397,997,980
"2024-02-09",43,31857,33332,29645,2517,6562,0,16445,0,12,5014,1981,-4,382,-328,-531,696,1398,997,1044
"2024-02-09",44,30425,31855,28374,2480,6562,0,16445,0,9,5080,1977,-4,368,-288,-529,686,1393,989,1053
"2024-02-09",45,28791,30004,26894,2439,6562,0,16445,0,7,5194,1769,-4,3,-172,-430,801,1333,719,1184
"2024-02-09",46,27327,28439,25478,2397,6562,0,16445,0,10,5020,1753,-4,0,-220,-278,805,1298,707,1184
"2024-02-09",47,25792,27227,23991,2352,6562,0,16445,0,246,4566,1686,-4,527,-322,-263,781,946,890,761
"2024-02-09",48,25032,26765,23297,2306,6562,0,16445,0,339,4519,1687,-4,615,-441,-349,779,931,903,732
"2024-02-10",1,25045,26922,23331,2234,6562,0,16445,0,340,4700,1872,-4,750,-451,-482,982,1305,954,732
"2024-02-10",2,25467,27339,23811,2162,6562,0,16445,0,343,4556,1886,-4,758,-451,-474,989,1355,958,740
"2024-02-10",3,24886,27033,23260,2081,6562,0,16445,0,566,4411,1964,-4,953,-451,-526,999,1393,993,981
"2024-02-10",4,24245,26460,22627,1999,6562,0,16445,0,629,4326,1969,-4,953,-451,-531,999,1399,996,1005
"2024-02-10",5,23702,25914,22122,1930,6562,0,16445,0,626,4206,1955,-4,929,-451,-531,999,1399,996,1312
"2024-02-10",6,23397,25612,21819,1861,6562,0,16445,0,629,4001,1955,-4,928,-451,-531,999,1399,996,1321
"2024-02-10",7,22773,24923,21188,1819,6562,0,16445,0,564,3863,1999,-4,1049,-451,-531,999,1399,996,877
"2024-02-10",8,22238,24444,20605,1777,6562,0,16445,0,620,3760,2001,-4,1053,-451,-531,999,1399,996,845
"2024-02-10",9,22000,24203,20328,1728,6562,0,16445,0,617,3656,2001,-4,1054,-451,-531,999,1399,997,885
"2024-02-10",10,21841,24025,20194,1679,6562,0,16445,0,620,3614,2001,-4,1046,-450,-510,999,1399,997,892
"2024-02-10",11,22130,24123,20416,1627,6562,0,16445,0,618,3496,2001,-4,1054,-390,-381,999,1399,997,892
"2024-02-10",12,22520,24266,20726,1574,6562,0,16445,0,377,3200,2001,-4,1044,-446,-319,999,1399,996,892
"2024-02-10",13,23585,25101,21648,1501,6562,0,16445,0,14,3100,1993,-4,327,-450,-448,988,1399,938,935
"2024-02-10",14,24938,26373,22794,1428,6562,0,16445,0,11,2703,1976,-4,266,-450,-370,969,1399,927,939
"2024-02-10",15,26103,27829,23813,1387,6562,0,16445,0,10,2961,1420,-4,-414,-450,-248,169,1399,674,831
"2024-02-10",16,26885,28635,24502,1346,6562,28,16445,0,14,2746,1399,-4,-452,-450,-230,120,1399,661,824
"2024-02-10",17,28554,29942,25953,1298,6562,384,16445,0,13,2480,1827,-4,161,-450,-321,285,1399,786,977
"2024-02-10",18,29272,30629,26496,1250,6562,1037,16445,0,13,2235,1861,-4,194,-427,-313,300,1399,799,997
"2024-02-10",19,30351,31876,27387,1212,6562,1643,16445,0,17,1726,1993,-4,1000,-450,-454,940,1399,986,1307
"2024-02-10",20,30364,31965,27288,1173,6562,2364,16445,0,16,1415,2000,-4,1053,-450,-531,973,1399,997,1327
"2024-02-10",21,30293,31890,27178,1157,6562,2997,16445,0,12,1282,1999,-4,1048,-450,-531,998,1399,997,1327
"2024-02-10",22,30156,31753,26987,1141,6562,3500,16445,0,12,1124,2000,-4,1053,-450,-531,999,1399,997,1327
"2024-02-10",23,30011,31608,26758,1126,6562,3597,16445,0,12,844,2000,-4,1050,-450,-531,1000,1399,997,1327
"2024-02-10",24,29970,31567,26711,1110,6562,3463,16445,0,12,699,1999,-4,1049,-450,-531,999,1399,997,1327
"2024-02-10",25,29958,31554,26672,1084,6562,3468,16445,0,11,612,1999,-4,1054,-450,-531,999,1399,997,1304
"2024-02-10",26,30041,31638,26751,1058,6562,3378,16445,0,12,700,1999,-4,1053,-450,-531,999,1399,997,1293
"2024-02-10",27,29928,31525,26614,1023,6562,2946,16445,0,12,590,2000,-4,1054,-450,-531,999,1399,997,963
"2024-02-10",28,30198,31795,26899,987,6562,2486,16445,0,12,551,2000,-4,1052,-450,-531,999,1399,997,940
"2024-02-10",29,30272,31866,27061,962,6562,1829,16445,0,9,523,1986,-4,819,-450,-531,923,1399,997,919
"2024-02-10",30,30386,31985,27133,937,6562,1531,16445,0,14,316,1985,-4,736,-450,-531,920,1399,997,914
"2024-02-10",31,30551,32247,27249,894,6562,1143,16445,0,12,335,2000,-4,-99,-450,-531,874,1399,997,806
"2024-02-10",32,30977,32679,27649,851,6562,785,16445,0,17,402,2000,-4,-100,-450,-531,872,1399,996,798
"2024-02-10",33,32175,33775,28802,828,6562,494,16445,0,15,563,2000,-4,281,-450,-531,1009,1399,997,902
"2024-02-10",34,33415,35013,29961,804,6562,142,16445,0,13,488,2000,-4,289,-450,-531,1019,1399,998,922
"2024-02-10",35,35211,36803,31560,798,6562,0,16445,0,7,526,2000,-4,829,-450,-531,1019,1399,998,1357
"2024-02-10",36,36283,37875,32555,792,6562,0,16445,0,7,726,2000,-4,873,-450,-531,1019,1399,997,1402
"2024-02-10",37,36397,37989,32696,765,6562,0,16445,0,7,520,2000,-4,1037,-450,-531,1019,1399,997,1402
"2024-02-10",38,35754,37348,32095,738,6562,0,16445,0,9,-59,1999,-4,1049,-450,-531,1019,1399,997,1402
"2024-02-10",39,34858,36459,31541,714,6562,0,16445,0,16,-16,2000,-4,1054,-450,-531,1019,1399,997,1402
"2024-02-10",40,33913,35511,30569,689,6562,0,16445,0,13,-299,1999,-4,1053,-450,-531,1019,1399,997,1402
"2024-02-10",41,32849,34437,29517,664,6562,0,16445,0,8,-568,1936,-4,1054,-451,-525,1019,1399,997,1402
"2024-02-10",42,31957,33430,28721,638,6562,0,16445,0,7,-541,1932,-4,1053,-435,-427,1019,1399,997,1402
"2024-02-10",43,30795,32309,27756,607,6562,0,16445,0,7,-640,1994,-4,1054,-450,-453,1001,1399,997,1402
"2024-02-10",44,29635,31120,26730,576,6562,0,16445,0,7,-680,1999,-4,1054,-451,-423,999,1399,997,1402
"2024-02-10",45,28292,29765,25503,546,6562,0,16445,0,3,-713,2000,-4,1045,-410,-456,999,1399,997,1402
"2024-02-10",46,27216,28667,24467,515,6562,0,16445,0,3,-738,2000,-4,1044,-450,-394,999,1399,998,1402
"2024-02-10",47,25785,27161,23182,499,6562,0,16445,0,3,-647,1999,-4,1052,-452,-317,999,1399,998,1381
"2024-02-10",48,24962,26403,22438,483,6562,0,16445,0,3,-507,1999,-4,1053,-452,-382,999,1399,997,1373
"2024-02-11",1,24741,26059,22290,471,6562,0,16445,0,3,-232,1999,-4,1054,-433,-278,999,1399,997,1012
"2024-02-11",2,25181,26331,22843,458,6562,0,16445,0,3,266,2000,-4,1054,-417,-126,999,1399,997,976
"2024-02-11",3,24793,25982,22450,453,6562,0,16445,0,4,294,2000,-4,1054,-450,-131,999,1399,997,814
"2024-02-11",4,24173,25521,21892,447,6562,0,16445,0,211,281,2000,-4,1054,-405,-128,999,1399,997,799
"2024-02-11",5,23643,25172,21409,446,6562,0,16445,0,294,-21,2000,-4,1054,-380,-251,999,1399,997,799
"2024-02-11",6,23176,24733,20947,445,6562,0,16445,0,345,-167,2000,-4,1053,-380,-228,999,1399,997,799
"2024-02-11",7,22734,24389,20502,468,6562,0,16445,0,350,-475,2000,-4,1054,-380,-321,999,1399,997,799
"2024-02-11",8,22264,24132,20042,491,6562,0,16445,0,630,-684,2000,-4,1053,-380,-254,999,1399,997,799
"2024-02-11",9,21787,23856,19601,507,6562,0,16445,0,908,-632,1999,-4,1053,-380,-177,999,1399,997,799
"2024-02-11",10,21550,23850,19370,523,6562,0,16445,0,1163,-636,2000,-4,1054,-380,-153,999,1399,997,799
"2024-02-11",11,21535,23754,19312,552,6562,0,16445,0,1188,-688,2000,-4,1053,-380,-47,999,1399,997,799
"2024-02-11",12,21583,23739,19367,581,6562,0,16445,0,1172,-771,1999,-4,1054,-380,0,999,1399,997,799
"2024-02-11",13,22328,24024,20031,584,6562,0,16445,0,712,-884,1999,-4,1054,-380,0,999,1399,997,799
"2024-02-11",14,22948,24565,20596,587,6562,0,16445,0,614,-915,1999,-4,1054,-380,-19,999,1399,997,802
"2024-02-11",15,23921,25662,21405,610,6562,0,16445,0,615,-994,2000,-4,1054,-380,-142,999,1399,997,1062
"2024-02-11",16,24834,26551,22212,633,6562,20,16445,0,606,-718,2000,-4,1054,-380,-127,999,1399,997,1092
"2024-02-11",17,26387,27688,23694,659,6562,216,16445,0,96,-579,2000,-4,1054,-375,-226,999,1399,997,1376
"2024-02-11",18,27499,28570,24697,685,6562,591,16445,0,13,-628,1999,-4,1053,-304,-150,999,1399,997,1401
"2024-02-11",19,28451,29240,25510,737,6562,1430,16445,0,13,-362,1999,-4,1053,-154,-18,999,1399,997,1339
"2024-02-11",20,28982,29711,25912,789,6562,2379,16445,0,13,-373,1999,-4,1054,-112,0,999,1399,996,1322
"2024-02-11",21,29062,29761,25943,874,6562,3027,16445,0,13,-235,2000,-4,1054,-82,0,999,1399,996,907
"2024-02-11",22,29114,29751,25942,959,6562,3383,16445,0,13,-234,2000,-4,1053,-20,0,1000,1399,996,866
"2024-02-11",23,28977,29594,25796,1063,6562,3669,16445,0,13,-300,2000,-4,1053,21,0,999,1399,997,802
"2024-02-11",24,29197,29814,26001,1166,6562,3804,16445,0,13,-291,1999,-4,1054,109,0,999,1399,997,796
"2024-02-11",25,29361,29978,26117,1255,6562,3772,16445,0,13,-373,2000,-4,1053,143,0,999,1399,997,797
"2024-02-11",26,29358,29974,26152,1343,6562,3422,16445,0,12,-422,1999,-4,1053,73,0,999,1399,997,797
"2024-02-11",27,29159,29836,26032,1427,6562,3752,16445,0,9,-613,2000,-4,1053,-44,-20,999,1398,997,797
"2024-02-11",28,29339,30018,26170,1511,6562,3267,16445,0,10,-679,1999,-4,1054,-65,0,999,1398,997,795
"2024-02-11",29,29720,30404,26644,1552,6562,2841,16445,0,9,-447,2000,-4,759,-71,0,999,1398,997,709
"2024-02-11",30,30154,30946,27062,1593,6562,2486,16445,0,13,-412,2000,-4,675,-175,0,999,1389,997,701
"2024-02-11",31,30209,31080,27172,1505,6562,2010,16445,0,14,-256,2000,-4,-117,-136,10,1000,1249,997,744
"2024-02-11",32,31490,32511,28480,1416,6562,1417,16445,0,18,-248,1999,-4,-140,-259,0,999,1237,997,749
"2024-02-11",33,32944,33912,29881,1379,6562,520,16445,0,19,83,1999,-4,-7,-338,0,1007,1377,997,772
"2024-02-11",34,34179,35134,31156,1342,6562,116,16445,0,21,324,1999,-4,0,-270,-60,1008,1398,997,772
"2024-02-11",35,35650,36849,32432,1339,6562,0,16445,0,12,684,1999,-4,0,-372,-211,1017,1398,997,772
"2024-02-11",36,36599,37920,33337,1335,6562,0,16445,0,11,839,2000,-4,0,-344,-362,1018,1398,998,772
"2024-02-11",37,36700,38191,33522,1368,6562,0,16445,0,9,863,1999,-4,388,-376,-502,1019,1398,998,772
"2024-02-11",38,35581,37145,32426,1400,6562,0,16445,0,13,753,2000,-4,456,-416,-531,1019,1398,998,772
"2024-02-11",39,34396,35963,31295,1409,6562,0,16445,0,19,521,2000,-4,484,-413,-531,931,1398,998,772
