"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-04-20",27,21257,23128,18842,1051,6562,8063,15907,0,8,-1705,883,764,873,-451,-529,893,1399,947,-383
"2024-04-20",28,21028,22914,18649,1051,6562,7776,15907,0,15,-1698,880,755,874,-451,-529,885,1398,944,-391
"2024-04-20",29,20989,22953,18583,1047,6562,7302,15907,0,269,-1722,992,972,993,-451,-529,992,1398,992,-215
"2024-04-20",30,20967,22906,18540,1042,6562,6863,15907,0,260,-1696,1004,992,1002,-451,-528,999,1399,997,-200
"2024-04-20",31,21126,23195,18762,1053,6562,6492,15907,0,300,-1368,1004,992,1003,-451,-527,907,1399,997,-291
"2024-04-20",32,21642,23455,19251,1063,6562,6082,15907,0,37,-1308,1004,992,1003,-451,-527,900,1399,996,-298
"2024-04-20",33,22600,24206,20134,1054,6562,5360,15907,0,12,-1412,1004,992,1003,-451,-528,993,1399,997,-115
"2024-04-20",34,23653,25226,21139,1045,6562,4860,15907,0,10,-1340,1004,992,1004,-451,-528,999,1399,996,-84
"2024-04-20",35,25533,27022,22888,1004,6562,4226,15907,0,11,-1450,1003,992,1003,-451,-527,999,1399,996,712
"2024-04-20",36,26817,28306,24131,963,6562,3127,15907,0,11,-1389,1003,992,1003,-451,-527,999,1399,996,787
"2024-04-20",37,27737,29226,25056,871,6562,2182,15907,0,11,-1257,1003,992,1003,-451,-527,999,1399,996,787
"2024-04-20",38,28367,29860,25702,779,6562,1408,15907,0,15,-1031,1003,992,1003,-451,-527,999,1399,996,787
"2024-04-20",39,28958,30444,26345,710,6562,670,15907,0,8,-813,1002,991,1002,-451,-527,999,1399,996,787
"2024-04-20",40,29300,30784,26638,640,6562,170,15907,0,6,-802,1003,992,1002,-451,-527,999,1399,996,787
"2024-04-20",41,29323,30807,26689,615,6562,3,15907,0,6,-682,1003,992,1003,-451,-527,999,1399,996,787
"2024-04-20",42,29339,30823,26692,590,6562,0,15907,0,5,-679,1002,991,1003,-451,-528,999,1399,996,787
"2024-04-20",43,28682,30174,25981,575,6562,0,15907,0,14,-731,1003,992,1003,-451,-527,999,1399,996,787
"2024-04-20",44,28043,29532,25438,560,6562,0,15907,0,11,-1008,1003,992,1003,-451,-527,999,1399,996,785
"2024-04-20",45,26976,28467,24423,560,6562,0,15907,0,13,-1363,1003,992,1002,-451,-527,999,1399,996,653
"2024-04-20",46,26032,27522,23600,560,6562,0,15907,0,12,-1402,1003,992,985,-451,-527,999,1399,996,635
"2024-04-20",47,24552,25935,22212,566,6562,0,15907,0,10,-1177,1004,992,536,-451,-422,999,1399,996,300
"2024-04-20",48,23523,24989,21264,572,6562,0,15907,0,11,-1330,1004,992,532,-451,-504,999,1399,996,259
"2024-04-21",1,22899,24696,20664,572,6562,0,15908,0,12,-1363,1004,992,773,-451,-528,999,1399,996,-306
"2024-04-21",2,22351,24247,20138,571,6562,0,15908,0,63,-1352,1004,992,788,-451,-528,999,1389,996,-354
"2024-04-21",3,21952,23704,19804,578,6562,0,15908,0,206,-1292,1004,992,506,-451,-528,874,1230,996,-67
"2024-04-21",4,22039,23730,19966,584,6562,0,15908,0,170,-1193,1004,992,501,-451,-528,864,1206,996,-42
"2024-04-21",5,21870,23898,19807,594,6562,0,15908,0,361,-1167,1004,991,594,-451,-529,990,1205,996,-187
"2024-04-21",6,21408,23708,19373,603,6562,0,15908,0,620,-1166,1004,991,603,-451,-529,999,1187,996,-200
"2024-04-21",7,20928,23113,18879,620,6562,0,15908,0,634,-1180,1004,991,523,-451,-529,999,888,996,-71
"2024-04-21",8,20623,22899,18566,637,6562,0,15908,0,737,-1324,1003,991,517,-451,-529,999,844,996,-59
"2024-04-21",9,20427,22775,18353,663,6562,0,15908,0,807,-1439,1003,991,412,-451,-531,999,857,995,-59
"2024-04-21",10,20161,22583,18092,689,6562,0,15908,0,878,-1657,1003,991,401,-451,-530,1000,854,996,-63
"2024-04-21",11,19980,22732,17922,694,6562,0,15908,0,896,-1612,1003,991,392,-451,-530,1000,772,996,-375
"2024-04-21",12,20015,22796,17926,698,6562,0,15908,0,900,-1592,1003,991,394,-451,-529,1000,746,996,-401
"2024-04-21",13,20562,22864,18464,705,6562,72,15908,0,663,-1675,1003,991,637,-451,-530,999,531,996,-158
"2024-04-21",14,20895,23134,18753,711,6562,503,15908,0,620,-1544,1003,991,646,-451,-530,999,522,995,-138
"2024-04-21",15,21695,24167,19497,762,6562,1148,15908,0,638,-1257,1003,991,996,-451,-530,999,894,995,-353
"2024-04-21",16,21897,24286,19577,813,6562,1938,15908,0,556,-1329,1003,991,1003,-451,-529,1000,972,996,-353
"2024-04-21",17,22419,24655,19972,863,6562,2800,15908,0,755,-1622,1003,991,1003,-451,-530,999,1343,995,528
"2024-04-21",18,22399,24444,19851,912,6562,3704,15908,0,564,-1875,1003,991,1002,-451,-530,999,1399,995,623
"2024-04-21",19,22623,24423,19967,942,6562,4552,15908,0,319,-1932,1003,991,1003,-451,-530,1018,1399,996,773
"2024-04-21",20,22525,24122,19825,972,6562,5352,15908,0,116,-2044,1003,991,1004,-451,-530,1019,1399,995,788
"2024-04-21",21,22532,24062,19757,975,6562,6223,15908,0,49,-2138,1003,991,1003,-451,-530,1019,1399,995,788
"2024-04-21",22,22261,23969,19461,978,6562,6656,15908,0,245,-2067,995,989,1003,-451,-512,1019,1399,995,788
"2024-04-21",23,22179,23675,19357,977,6562,7085,15908,0,16,-2068,475,882,1003,-451,-529,1019,1399,996,788
"2024-04-21",24,22288,23873,19466,976,6562,7469,15908,0,104,-2158,430,869,1003,-451,-530,1019,1399,996,788
"2024-04-21",25,22368,23823,19522,972,6562,7468,15908,0,16,-2143,598,704,1003,-451,-488,1019,1399,996,788
"2024-04-21",26,22510,24001,19608,968,6562,7414,15908,0,13,-2305,612,688,1003,-451,-527,1019,1399,996,788
"2024-04-21",27,22414,23905,19548,963,6562,7368,15908,0,13,-2403,466,609,1003,-451,-527,974,1399,997,788
"2024-04-21",28,22118,23609,19263,958,6562,7316,15908,0,13,-2490,454,602,1004,-451,-527,970,1399,996,788
"2024-04-21",29,21941,23428,19141,948,6562,7120,15908,0,13,-2404,415,602,1003,-451,-523,997,1399,989,788
"2024-04-21",30,21986,23512,19236,937,6562,6681,15908,0,48,-2341,418,604,1003,-451,-527,999,1399,989,788
"2024-04-21",31,22586,24076,19818,929,6562,6170,15908,0,12,-1979,632,691,1003,-451,-527,955,1399,996,788
"2024-04-21",32,23192,24679,20463,920,6562,5629,15908,0,9,-1923,657,704,1003,-451,-527,951,1399,996,788
"2024-04-21",33,24210,25699,21464,897,6562,5070,15908,0,11,-1903,975,967,1004,-451,-527,996,1399,995,788
"2024-04-21",34,25833,27323,22977,874,6562,4481,15908,0,12,-1919,1003,992,1003,-451,-527,1000,1399,995,788
"2024-04-21",35,27113,28603,24180,852,6562,3707,15908,0,12,-1802,1004,992,1002,-451,-527,1000,1399,996,788
"2024-04-21",36,28402,29892,25464,830,6562,3018,15908,0,12,-1678,1003,992,1004,-451,-527,999,1399,996,787
"2024-04-21",37,28919,30409,26062,760,6562,2145,15908,0,12,-1406,1003,991,890,-451,-527,999,1399,996,734
"2024-04-21",38,29477,30967,26658,690,6562,1387,15908,0,12,-1282,1003,992,877,-451,-527,999,1399,996,730
"2024-04-21",39,29745,31235,26959,639,6562,707,15908,0,12,-885,1003,991,891,-451,-527,999,1399,996,782
"2024-04-21",40,29516,31006,26754,587,6562,189,15908,0,12,-761,1003,992,894,-451,-527,999,1399,996,788
"2024-04-21",41,30013,31503,27307,576,6562,5,15908,0,12,-601,1003,992,947,-451,-527,999,1399,996,788
"2024-04-21",42,30047,31537,27428,564,6562,0,15908,0,12,-501,1003,992,953,-451,-527,999,1399,997,788
"2024-04-21",43,29543,31033,26958,555,6562,0,15908,0,12,-392,1003,992,954,-451,-527,999,1399,996,788
"2024-04-21",44,28454,29945,25965,545,6562,0,15908,0,13,-470,1003,992,953,-451,-527,999,1399,996,788
"2024-04-21",45,27161,28651,24765,538,6562,0,15908,0,12,-974,1003,991,799,-451,-527,1000,1399,996,748
"2024-04-21",46,26101,27591,23812,530,6562,0,15908,0,12,-969,1004,992,733,-451,-527,1000,1399,996,731
"2024-04-21",47,24083,26033,21942,518,6562,0,15908,0,11,-988,1003,992,-392,-451,-515,1000,1399,995,-81
"2024-04-21",48,23121,25183,21118,506,6562,0,15908,0,7,-873,1001,990,-488,-414,-493,999,1399,996,-160
"2024-04-22",1,22100,24800,20125,483,6562,0,15905,0,7,-899,841,902,-939,-401,-526,739,1399,995,-327
"2024-04-22",2,21745,24466,19803,460,6562,0,15905,0,7,-793,826,893,-943,-401,-527,720,1399,996,-343
"2024-04-22",3,21869,24422,19963,451,6562,0,15905,0,58,-736,758,868,-789,-401,-462,776,1399,996,-343
"2024-04-22",4,21962,24469,20097,441,6562,0,15905,0,65,-648,759,868,-778,-401,-417,781,1399,996,-346
"2024-04-22",5,21901,24696,20041,444,6562,0,15905,0,65,-509,981,981,-894,-401,-414,985,1399,994,-521
"2024-04-22",6,21767,24550,19849,447,6562,0,15905,0,66,-487,1004,992,-899,-401,-378,999,1398,995,-539
"2024-04-22",7,21523,24554,19591,447,6562,0,15905,0,66,-440,1004,992,-983,-401,-443,809,1398,996,-638
"2024-04-22",8,21380,24426,19435,447,6562,0,15905,0,66,-431,1004,992,-985,-401,-445,795,1399,996,-649
"2024-04-22",9,21196,24344,19212,472,6562,0,15905,0,62,-445,1004,991,-983,-401,-420,705,1398,995,-782
"2024-04-22",10,21238,24352,19287,496,6562,0,15905,0,41,-254,998,988,-982,-384,-413,640,1398,992,-794
"2024-04-22",11,21768,25137,19838,507,6562,0,15905,0,11,255,780,763,-900,-307,-116,-741,1398,809,-794
"2024-04-22",12,22648,26043,20669,517,6562,0,15905,0,11,329,756,738,-900,-284,0,-908,1375,786,-792
"2024-04-22",13,24649,27780,22552,536,6562,63,15905,0,7,599,487,480,-1010,-380,0,-620,1003,352,-614
"2024-04-22",14,26388,29452,24113,555,6562,340,15905,0,7,776,475,457,-1015,-300,-65,-587,948,320,-590
"2024-04-22",15,29044,31093,26444,550,6562,721,15905,0,7,690,885,539,-625,-413,-342,290,947,728,-162
"2024-04-22",16,30220,32160,27494,544,6562,1213,15905,0,8,880,925,553,-541,-452,-326,369,970,768,-113
"2024-04-22",17,32416,33880,29488,564,6562,1759,15905,0,9,662,996,947,617,-452,-503,874,1341,978,515
"2024-04-22",18,32554,34047,29588,583,6562,2377,15905,0,13,415,1002,984,784,-452,-528,912,1397,997,575
"2024-04-22",19,32333,33822,29390,603,6562,2860,15905,0,9,91,1004,991,803,-451,-529,1012,1396,997,641
"2024-04-22",20,32399,33884,29441,623,6562,3184,15905,0,6,576,1004,991,805,-451,-528,1019,1397,997,647
"2024-04-22",21,32509,33998,29567,647,6562,3553,15905,0,8,305,1004,992,996,-452,-529,1019,1397,997,682
"2024-04-22",22,32273,33760,29386,670,6562,3789,15905,0,8,243,1004,991,1003,-451,-528,1019,1396,997,686
"2024-04-22",23,32116,33502,29160,705,6562,3905,15905,0,8,262,1004,992,1004,-388,-490,1019,1397,996,686
"2024-04-22",24,32099,33355,29254,740,6562,3810,15905,0,8,332,1004,992,1003,-299,-449,1019,1396,997,687
"2024-04-22",25,32241,33420,29352,766,6562,3848,15905,0,7,507,1004,992,977,-282,-390,1019,1397,997,716
"2024-04-22",26,32087,33218,29229,792,6562,3805,15905,0,7,439,1004,992,977,-280,-344,1019,1397,996,719
"2024-04-22",27,32057,33014,29290,811,6562,3784,15905,0,7,413,1004,992,941,-248,-202,1019,1397,996,716
"2024-04-22",28,31849,32834,29086,830,6562,3539,15905,0,8,457,1002,991,939,-186,-291,1019,1396,997,709
"2024-04-22",29,31183,32222,28511,855,6562,3325,15905,0,6,385,721,939,945,-215,-318,927,1396,997,265
"2024-04-22",30,31180,32231,28591,879,6562,3077,15905,0,7,475,700,935,945,-220,-324,920,1397,998,221
"2024-04-22",31,31455,32338,28812,912,6562,2787,15905,0,7,336,982,987,728,-205,-171,994,1396,996,63
"2024-04-22",32,31946,32871,29318,944,6562,2517,15905,0,7,342,1005,992,711,-238,-180,999,1397,996,40
"2024-04-22",33,32305,33582,29723,957,6562,2188,15905,0,8,304,854,992,883,-169,-9,999,1397,983,-591
"2024-04-22",34,33186,34499,30564,969,6562,1825,15905,0,7,180,843,992,889,-154,0,999,1396,982,-652
"2024-04-22",35,33689,35094,30938,959,6562,1570,15905,0,8,431,993,992,200,-127,0,999,1397,990,-770
"2024-04-22",36,34051,35527,31309,949,6562,1202,15905,0,6,824,1004,988,149,-188,0,993,1397,991,-782
"2024-04-22",37,34129,36059,31480,914,6562,849,15905,0,3,1348,837,732,-561,-74,0,268,1396,997,-792
"2024-04-22",38,34206,36283,31536,879,6562,550,15905,0,6,1423,823,711,-699,-79,0,208,1397,996,-793
"2024-04-22",39,33762,36234,31124,859,6562,266,15905,0,7,1256,892,890,-723,-192,0,-257,1397,896,-793
"2024-04-22",40,33656,36150,31045,838,6562,81,15905,0,5,1215,898,908,-724,-178,0,-291,1396,889,-796
"2024-04-22",41,32946,35245,30358,844,6562,6,15905,0,6,657,929,937,-639,-268,0,-89,1397,984,-797
"2024-04-22",42,32356,34664,29760,849,6562,0,15905,0,5,570,931,939,-631,-300,0,-75,1397,990,-797
"2024-04-22",43,31435,34260,28814,859,6562,0,15905,0,5,658,979,898,-865,-300,0,-358,1397,884,-797
"2024-04-22",44,30122,32992,27689,869,6562,0,15905,0,12,823,978,892,-883,-300,0,-378,1396,873,-797
"2024-04-22",45,28352,31071,26075,881,6562,0,15905,0,17,688,768,749,-779,-300,0,-326,1397,794,-797
"2024-04-22",46,26689,29396,24554,893,6562,0,15905,0,14,864,741,736,-775,-300,0,-321,1396,785,-797
"2024-04-22",47,25072,27506,23083,890,6562,0,15905,0,10,1023,529,780,-827,-300,128,197,1397,648,-797
"2024-04-22",48,23834,26248,21906,886,6562,0,15905,0,51,1245,511,783,-830,-236,127,234,1396,635,-797
"2024-04-23",1,22959,25549,21083,893,6562,0,15905,0,45,1319,705,742,-813,-152,0,-283,1396,655,-797
"2024-04-23",2,22683,25315,20838,900,6562,0,15905,0,82,1400,723,737,-811,-121,0,-321,1396,657,-797
"2024-04-23",3,22602,25068,20797,906,6562,0,15905,0,95,1462,724,689,-785,-127,0,-162,1397,661,-797
"2024-04-23",4,22790,25167,21024,911,6562,0,15905,0,69,1623,723,687,-783,-77,0,-151,1396,666,-797
"2024-04-23",5,22789,25564,21044,906,6562,0,15905,0,158,1259,657,912,-997,-220,-103,174,1397,963,-797
"2024-04-23",6,22469,25238,20710,900,6562,0,15905,0,130,1067,654,934,-1015,-303,-24,196,1396,988,-797
"2024-04-23",7,22154,24962,20381,917,6562,0,15905,0,125,940,760,986,-1014,-300,0,-72,1397,995,-797
"2024-04-23",8,21957,24791,20175,933,6562,0,15905,0,125,824,767,991,-1013,-300,-8,-91,1396,996,-797
"2024-04-23",9,21687,24595,19877,946,6562,0,15905,0,125,804,580,975,-1016,-269,-46,-155,1397,997,-797
"2024-04-23",10,21628,24537,19780,959,6562,0,15905,0,125,848,564,970,-1015,-163,-148,-161,1397,985,-797
"2024-04-23",11,22003,25081,20130,957,6562,0,15905,0,40,958,736,725,-1014,-26,93,-701,1397,290,-797
"2024-04-23",12,22835,25900,20857,955,6562,0,15905,0,12,1081,749,699,-1015,63,8,-741,1383,227,-797
"2024-04-23",13,24857,28074,22739,960,6562,64,15905,0,10,1387,488,450,-1015,151,19,-895,1171,78,-797
"2024-04-23",14,26797,30002,24496,965,6562,372,15905,0,5,1392,472,433,-1010,30,191,-894,1130,70,-796
"2024-04-23",15,29634,31282,27065,1051,6562,825,15905,0,8,1079,964,864,-267,-63,25,-56,966,388,-754
"2024-04-23",16,30646,32352,27957,1136,6562,1352,15905,0,8,866,1007,904,-200,-214,-38,30,966,424,-746
"2024-04-23",17,31822,33563,29028,1251,6562,1913,15905,0,10,224,1006,850,526,-366,-301,915,1337,859,-564
"2024-04-23",18,31014,32967,28295,1366,6562,2552,15905,0,12,-189,1006,847,657,-451,-445,994,1392,900,-545
"2024-04-23",19,30788,32702,28112,1460,6562,3086,15905,0,9,-194,1005,970,996,-451,-528,1017,1396,988,-426
"2024-04-23",20,30788,32684,28162,1554,6562,3508,15905,0,3,92,1006,982,1003,-451,-530,1019,1397,996,-412
"2024-04-23",21,30297,32001,27686,1594,6562,3764,15905,0,7,-46,1005,991,1002,-451,-530,1019,1397,961,-216
"2024-04-23",22,29547,31219,27066,1634,6562,4200,15905,0,8,-234,1005,991,1003,-451,-529,1019,1397,958,-184
"2024-04-23",23,29577,31065,26984,1684,6562,4637,15905,0,8,-349,1005,992,1003,-451,-529,1020,1397,940,617
"2024-04-23",24,29998,31424,27433,1733,6562,4748,15905,0,8,202,1005,991,1003,-388,-530,1019,1397,939,693
"2024-04-23",25,30307,31733,27705,1762,6562,5444,15905,0,9,274,1005,991,1003,-387,-530,1019,1397,947,653
"2024-04-23",26,29721,31104,27202,1790,6562,5357,15905,0,12,170,1005,991,1002,-341,-530,1019,1397,948,645
"2024-04-23",27,28643,29889,26164,1836,6562,6129,15905,0,12,-70,1005,992,472,-297,-437,1000,1398,992,395
"2024-04-23",28,27826,29068,25440,1882,6562,6023,15905,0,12,103,1005,992,430,-377,-353,998,1382,997,359
"2024-04-23",29,27532,29041,25207,1923,6562,5859,15905,0,12,461,1005,991,637,-275,-342,999,1139,997,-380
"2024-04-23",30,26842,28475,24564,1964,6562,5557,15905,0,12,433,1005,991,653,-331,-335,999,1086,997,-455
"2024-04-23",31,26895,28771,24635,2008,6562,5212,15905,0,12,508,1005,992,313,-313,-282,999,828,996,-769
"2024-04-23",32,27216,29079,24936,2052,6562,4752,15905,0,12,454,1005,992,287,-301,-250,999,813,996,-800
"2024-04-23",33,28021,29950,25639,2048,6562,4219,15905,0,12,350,1005,992,438,-223,-394,972,1185,996,-800
"2024-04-23",34,28941,30843,26423,2044,6562,3885,15905,0,12,371,1005,992,440,-185,-405,970,1248,996,-800
"2024-04-23",35,29901,32263,27332,1957,6562,3104,15905,0,12,665,1004,992,-498,-165,-387,997,1378,996,-800
"2024-04-23",36,30798,33425,28260,1869,6562,2325,15905,0,12,844,1004,992,-603,-190,-522,989,1397,996,-800
"2024-04-23",37,31559,33597,28982,1716,6562,1797,15905,0,10,883,1005,991,-119,-183,-426,187,1397,996,-800
"2024-04-23",38,32141,34205,29506,1563,6562,1274,15905,0,7,752,1005,991,-106,-198,-453,118,1397,996,-800
"2024-04-23",39,32561,35107,29912,1433,6562,613,15905,0,6,861,1006,992,-487,-194,-455,-104,1397,996,-800
"2024-04-23",40,32361,34923,29732,1303,6562,160,15905,0,6,741,1006,992,-507,-191,-440,-118,1397,996,-800
"2024-04-23",41,32294,34749,29674,1259,6562,8,15905,0,11,667,1005,991,-332,-285,-527,435,1397,995,-800
"2024-04-23",42,32272,34738,29621,1215,6562,0,15905,0,11,570,1005,989,-325,-303,-528,465,1397,992,-799
"2024-04-23",43,31233,34078,28645,1201,6562,0,15905,0,11,609,983,845,-347,-328,-529,-384,1397,770,-746
"2024-04-23",44,29989,33005,27536,1186,6562,0,15905,0,15,530,981,830,-362,-412,-527,-459,1398,752,-741
"2024-04-23",45,28249,31888,25892,1184,6562,0,15905,0,13,741,852,725,-829,-289,-528,-689,1399,819,-791
"2024-04-23",46,26321,29995,24120,1182,6562,0,15905,0,16,764,843,717,-831,-324,-507,-699,1398,824,-797
"2024-04-23",47,24557,26802,22561,1184,6562,0,15905,0,303,856,903,831,-182,-338,-362,35,1391,786,-560
"2024-04-23",48,23582,25596,21664,1185,6562,0,15905,0,435,1055,909,843,-137,-300,-103,96,1366,785,-539
"2024-04-24",1,22723,25785,20809,1164,6562,0,15905,0,880,997,997,921,-475,-300,-286,558,995,928,-621
"2024-04-24",2,22166,25461,20344,1143,6562,0,15905,0,908,1020,1005,929,-501,-300,-457,592,940,942,-629
"2024-04-24",3,22196,25503,20418,1167,6562,0,15905,0,910,972,1005,986,-518,-300,-390,742,935,991,-689
"2024-04-24",4,22367,25710,20615,1191,6562,0,15905,0,904,1074,1005,992,-519,-300,-426,752,910,995,-694
"2024-04-24",5,22253,25211,20496,1191,6562,0,15905,0,847,833,1004,992,-170,-300,-517,931,539,995,-624
"2024-04-24",6,21820,24746,20037,1191,6562,0,15905,0,895,596,1004,991,-144,-300,-467,943,466,996,-620
"2024-04-24",7,21522,24834,19711,1215,6562,0,15905,0,893,603,1004,992,-312,-300,-527,980,181,995,-780
"2024-04-24",8,21402,24714,19579,1238,6562,0,15905,0,895,506,1004,992,-326,-300,-495,982,148,995,-796
"2024-04-24",9,21145,24757,19355,1228,6562,0,15905,0,880,634,1005,991,-755,-300,-381,768,284,996,-796
"2024-04-24",10,21088,24673,19245,1218,6562,0,15905,0,812,510,1002,983,-789,-300,-388,745,327,992,-796
"2024-04-24",11,21733,24457,19830,1198,6562,0,15905,0,586,709,685,449,-412,-304,-118,-8,698,779,-796
"2024-04-24",12,22482,24859,20524,1177,6562,0,15905,0,120,615,653,401,-383,-311,-195,-72,773,760,-796
"2024-04-24",13,24711,26666,22537,1179,6562,98,15905,0,12,609,308,479,-334,-200,-23,-90,1093,726,-796
"2024-04-24",14,26455,28528,24092,1181,6562,468,15905,0,12,521,280,485,-328,-289,-69,-87,1153,724,-788
"2024-04-24",15,29033,30622,26409,1254,6562,990,15905,0,10,369,597,415,543,-426,-353,603,1366,778,-300
"2024-04-24",16,30138,31870,27381,1327,6562,1604,15905,0,8,429,629,414,675,-451,-530,659,1399,783,-243
"2024-04-24",17,31204,32694,28315,1391,6562,2400,15905,0,8,-41,954,764,980,-451,-531,847,1397,825,432
"2024-04-24",18,30660,32149,27819,1454,6562,3345,15905,0,7,-294,982,799,1003,-451,-531,860,1398,831,497
"2024-04-24",19,30446,31935,27650,1486,6562,3998,15905,0,7,-387,1002,975,1004,-451,-531,1008,1398,982,497
"2024-04-24",20,30040,31527,27235,1517,6562,4729,15905,0,5,-683,1004,992,1003,-451,-531,1019,1397,996,491
"2024-04-24",21,29245,30730,26453,1466,6562,5287,15905,0,3,-728,1004,991,1003,-451,-531,1018,1397,996,64
"2024-04-24",22,28771,30256,26004,1415,6562,5309,15905,0,3,-974,1004,991,1003,-451,-531,1018,1397,995,27
"2024-04-24",23,28333,29818,25596,1385,6562,6062,15905,0,3,-1146,960,974,1003,-451,-531,1016,1397,990,382
"2024-04-24",24,28267,29752,25578,1354,6562,5986,15905,0,3,-1220,957,972,1003,-451,-531,1016,1397,989,417
"2024-04-24",25,28394,29879,25711,1309,6562,6495,15905,0,3,-1359,1002,990,1002,-451,-531,1019,1397,995,601
"2024-04-24",26,28047,29532,25452,1264,6562,6319,15905,0,3,-1244,1005,991,1002,-451,-531,1019,1397,996,620
"2024-04-24",27,27732,29216,25198,1240,6562,6490,15905,0,3,-1160,1005,991,1003,-451,-530,1019,1397,995,705
"2024-04-24",28,27360,28846,24853,1215,6562,6385,15905,0,6,-1228,1005,991,1003,-451,-529,1019,1397,996,713
"2024-04-24",29,27139,28626,24664,1196,6562,6070,15905,0,7,-1163,1005,992,1003,-451,-529,1001,1397,996,713
"2024-04-24",30,27126,28612,24702,1176,6562,6236,15905,0,5,-878,1005,992,1003,-451,-530,999,1397,996,714
"2024-04-24",31,27344,28832,24944,1163,6562,5374,15905,0,8,-704,1005,992,1002,-451,-529,999,1397,996,780
"2024-04-24",32,27921,29413,25490,1149,6562,5237,15905,0,12,-489,1005,992,1003,-451,-529,999,1398,996,786
"2024-04-24",33,28683,30174,26152,1158,6562,4660,15905,0,12,-471,1005,992,1003,-451,-528,999,1397,995,780
"2024-04-24",34,29585,31076,26970,1166,6562,4369,15905,0,12,-422,1005,992,1002,-451,-528,999,1397,995,728
"2024-04-24",35,30333,32338,27682,1154,6562,3617,15905,0,12,-126,1005,992,848,-451,-528,1000,1398,995,-514
"2024-04-24",36,31206,33370,28523,1142,6562,2804,15905,0,12,-31,1003,990,834,-451,-529,999,1398,996,-672
"2024-04-24",37,31383,33663,28747,1102,6562,2027,15905,0,17,384,838,897,324,-451,-528,533,1398,996,-784
"2024-04-24",38,32019,34303,29514,1061,6562,1406,15905,0,10,782,824,888,281,-451,-528,499,1398,995,-795
"2024-04-24",39,32488,35208,30026,985,6562,755,15905,0,9,1157,949,871,-437,-451,-528,148,1398,996,-795
"2024-04-24",40,32366,35176,29906,908,6562,250,15905,0,6,1131,954,870,-529,-451,-530,123,1397,996,-794
"2024-04-24",41,31886,34441,29428,899,6562,16,15905,0,5,971,748,918,-305,-451,-529,377,1397,997,-765
"2024-04-24",42,32092,34618,29627,890,6562,0,15905,0,6,1181,729,922,-286,-451,-530,395,1397,994,-753
"2024-04-24",43,31649,33316,29153,861,6562,0,15905,0,9,1279,979,976,199,-451,-529,548,1397,834,-178
"2024-04-24",44,30511,32131,28156,832,6562,0,15905,0,15,995,997,978,232,-451,-527,559,1397,817,-127
"2024-04-24",45,28840,30549,26632,808,6562,0,15905,0,12,1320,896,787,217,-412,-443,378,1397,659,-342
"2024-04-24",46,26904,28704,24892,783,6562,0,15905,0,12,1539,886,769,215,-451,-473,365,1397,647,-364
"2024-04-24",47,25216,27380,23389,779,6562,0,15905,0,12,1625,884,780,-476,-452,-369,141,1397,810,-355
"2024-04-24",48,24151,26312,22363,775,6562,0,15905,0,12,1719,882,779,-581,-452,-258,125,1396,824,-358
"2024-04-25",1,23320,26070,21559,824,6562,0,15907,0,64,1539,609,702,-640,-452,-440,57,1397,828,-654
"2024-04-25",2,22831,25659,21051,873,6562,0,15907,0,68,1364,585,693,-644,-443,-490,53,1396,827,-683
"2024-04-25",3,22543,25465,20779,903,6562,0,15907,0,71,1029,455,613,-655,-431,-528,-15,1397,830,-722
"2024-04-25",4,22748,25680,21023,933,6562,0,15907,0,70,934,448,610,-656,-431,-529,-20,1373,833,-726
"2024-04-25",5,23040,26283,21192,965,6562,0,15907,0,122,1160,759,905,-812,-440,-529,-92,1003,982,-748
"2024-04-25",6,22584,25854,20713,996,6562,0,15907,0,126,1024,788,933,-823,-443,-530,-97,924,996,-751
"2024-04-25",7,22036,25695,20183,1008,6562,0,15907,0,126,882,954,920,-968,-431,-529,-338,554,995,-767
"2024-04-25",8,21793,25482,19948,1019,6562,0,15907,0,125,813,962,916,-979,-431,-530,-355,476,993,-769
"2024-04-25",9,21519,25619,19684,1048,6562,0,15907,0,125,822,458,715,-1012,-431,-437,-800,108,828,-795
"2024-04-25",10,21425,25579,19639,1076,6562,0,15907,0,118,648,414,687,-1015,-431,-461,-831,67,807,-798
"2024-04-25",11,21981,25947,20176,1072,6562,0,15907,0,13,1014,394,57,-1014,-440,-193,-1008,267,396,-798
"2024-04-25",12,22500,26484,20612,1067,6562,1,15907,0,7,703,388,3,-1014,-451,-194,-1020,308,356,-798
"2024-04-25",13,24823,28514,22723,1078,6562,92,15907,0,6,1066,190,373,-1015,-441,-24,-907,487,149,-798
"2024-04-25",14,26334,29952,24078,1089,6562,353,15907,0,7,1030,183,413,-1015,-352,-54,-892,495,141,-798
"2024-04-25",15,28788,31911,26307,1121,6562,751,15907,0,7,769,784,787,-933,-436,-326,-123,215,790,-798
